period,start,end,tf_minutes,signal_mode,cost_case,final_equity,return_pct,net_pnl,gross_pnl,fees,funding,max_drawdown_pct,trade_count,win_rate,profit_factor,forced_count,best_trade_net_share
2025_published_window,2025-01-01,2026-01-01,60,closed_anchor_once,baseline_2bps,13999.540739474538,0.39995407394745386,3999.540739474533,4140.202390966042,105.96743093345961,34.69422055804937,0.11692329334779748,10,0.5,3.4327232689109097,0,0.8619411966625596
2025_published_window,2025-01-01,2026-01-01,60,closed_anchor_once,stress_10bps,13814.829061678987,0.3814829061678988,3814.8290616789805,3954.66274066472,105.28921381883343,34.54446516690571,0.1208040894801811,10,0.5,3.2182193602430895,0,0.8949947143283169
2025_published_window,2025-01-01,2026-01-01,240,forming_anchor,baseline_2bps,13454.983617749405,0.34549836177494053,3454.983617749408,3611.0378381730325,103.3993065790032,52.65491384462123,0.12735958178623297,10,0.5,3.243720087522209,0,0.9315671755202442
2025_published_window,2025-01-01,2026-01-01,240,forming_anchor,stress_10bps,13276.836089274308,0.32768360892743087,3276.836089274313,3432.0720053592704,102.73479139575078,52.5011246892066,0.13119607755835386,10,0.5,3.0411956110067946,0,0.9727378355952657
2025_published_window,2025-01-01,2026-01-01,240,closed_anchor_once,baseline_2bps,13568.362162549636,0.35683621625496365,3568.3621625496253,3722.151852142341,104.0844328942112,49.70525669850419,0.1110223165775385,10,0.5,3.2933717502240696,0,0.9324463432844552
2025_published_window,2025-01-01,2026-01-01,240,closed_anchor_once,stress_10bps,13388.503637559084,0.3388503637559084,3388.5036375590794,3541.502857452154,103.4183094257662,49.58091046730851,0.11493613934733207,10,0.4,3.0852561743870193,0,0.9726572011325932
2026_author_window,2026-01-01,2026-07-17,15,forming_anchor,baseline_2bps,12230.244642529835,0.2230244642529835,2230.2446425298335,2322.526551410126,65.3356555453088,26.946253334983997,0.11495037847755166,7,0.7142857142857143,4.677304588871109,0,0.5568599614085887
2026_author_window,2026-01-01,2026-07-17,15,forming_anchor,stress_10bps,12113.06432149209,0.21130643214920886,2113.0643214920888,2204.9265170685185,65.05277775980068,26.80941781662879,0.11848707587621095,7,0.7142857142857143,4.355239020951149,0,0.5781048498862724
2026_author_window,2026-01-01,2026-07-17,15,closed_anchor_once,baseline_2bps,11772.39672707012,0.17723967270701202,1772.3967270701191,1853.2279481478326,57.66001956566893,23.171201512044604,0.08966470852828823,6,0.8333333333333334,6.521970349997074,0,0.6138189647596499
2026_author_window,2026-01-01,2026-07-17,15,closed_anchor_once,stress_10bps,11671.761725414814,0.16717617254148132,1671.7617254148058,1752.2653076564957,57.43539912696567,23.068183114724306,0.09096592118124239,6,0.8333333333333334,5.996975834225024,0,0.639399789915108
2026_author_window,2026-01-01,2026-07-17,30,forming_anchor,baseline_2bps,13180.005467243886,0.3180005467243885,3180.0054672438937,3283.6855494856504,65.78590391405612,37.89417832770071,0.11068698955433502,7,0.7142857142857143,6.8526481294617225,1,0.4850655363104745
2026_author_window,2026-01-01,2026-07-17,30,forming_anchor,stress_10bps,13054.349825299245,0.3054349825299245,3054.3498252992463,3157.522133113826,65.50206916272307,37.67023865185641,0.11424532397491964,7,0.7142857142857143,6.388819860994552,1,0.49490617232790013
2026_author_window,2026-01-01,2026-07-17,30,closed_anchor_once,baseline_2bps,12444.399889457993,0.24443998894579932,2444.399889457991,2535.632868838781,57.77357275801281,33.459406622777216,0.09177470111222706,6,0.8333333333333334,8.620643406866424,1,0.47660311997688887
2026_author_window,2026-01-01,2026-07-17,30,closed_anchor_once,stress_10bps,12338.28576048458,0.23382857604845797,2338.285760484573,2429.1151617703877,57.5466460147224,33.2827552710922,0.09308157683979906,6,0.8333333333333334,7.993542156799979,1,0.4874742788753435
2026_author_window,2026-01-01,2026-07-17,60,forming_anchor,baseline_2bps,12926.61218652234,0.29266121865223393,2926.6121865223417,3029.081091965836,64.75013899205925,37.71876645143471,0.11929109415993466,7,0.7142857142857143,5.825290272320889,1,0.5169370634085961
2026_author_window,2026-01-01,2026-07-17,60,forming_anchor,stress_10bps,12803.306667481846,0.28033066674818463,2803.3066674818506,2905.267646080394,64.46552130239431,37.49545729614929,0.1227723416982108,7,0.7142857142857143,5.455347374586532,1,0.5288628549642255
2026_author_window,2026-01-01,2026-07-17,60,closed_anchor_once,baseline_2bps,12371.448710660457,0.23714487106604576,2371.448710660455,2463.227992759462,57.404918957106354,34.374363141900005,0.09150147240167698,6,0.8333333333333334,8.452199581345338,1,0.49149005049493
2026_author_window,2026-01-01,2026-07-17,60,closed_anchor_once,stress_10bps,12265.855498117597,0.2265855498117597,2265.8554981176017,2357.2328728209095,57.18010958934215,34.19726511396591,0.09280291611884339,6,0.8333333333333334,7.829562133241904,1,0.5033184855063204
2026_author_window,2026-01-01,2026-07-17,240,forming_anchor,baseline_2bps,12241.839624044756,0.2241839624044757,2241.839624044753,2333.3064479912146,57.021758976505936,34.4450649699558,0.09209088231744851,6,0.8333333333333334,8.063206591621832,1,0.544188035321601
2026_author_window,2026-01-01,2026-07-17,240,forming_anchor,stress_10bps,12137.278392586051,0.21372783925860506,2137.278392586042,2228.3542000269654,56.80185688398394,34.2739505569391,0.09476227220246267,6,0.8333333333333334,7.459240442663801,1,0.5590689444291018
2026_author_window,2026-01-01,2026-07-17,240,closed_anchor_once,baseline_2bps,11299.076079762423,0.12990760797624223,1299.0760797624223,1386.5144385598642,55.137026043705745,32.30133275373618,0.12127678999545088,6,0.6666666666666666,3.439583249063409,1,0.6872745879777942
2026_author_window,2026-01-01,2026-07-17,240,closed_anchor_once,stress_10bps,11202.007788504216,0.12020077885042157,1202.0077885042244,1289.0666520163172,54.92207917780696,32.13678433428579,0.1251499703641654,6,0.6666666666666666,3.148119096125796,1,0.7243894928969803
2026_later_validation,2026-07-17,2026-09-01,15,forming_anchor,baseline_2bps,9570.797461049508,-0.042920253895049276,-429.2025389504921,-414.54728333692174,19.040715179872464,-4.385459566302099,0.05637092053044139,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,15,forming_anchor,stress_10bps,9540.410671947402,-0.045958932805259756,-459.5893280526014,-444.93480345228056,19.04105386783614,-4.3865292675153,0.05791511848903627,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,15,closed_anchor_once,baseline_2bps,9563.585545553367,-0.04364144544466331,-436.41445444663196,-421.6610808676279,19.038207121871817,-4.2848335428678,0.05333180549448632,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,15,closed_anchor_once,stress_10bps,9533.198889050727,-0.04668011109492731,-466.8011109492723,-452.04841093481787,19.038520577767407,-4.285820563313,0.05487721603723003,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,30,forming_anchor,baseline_2bps,9571.177276414239,-0.04288227235857611,-428.82272358576364,-414.1646261680124,19.040836838678008,-4.382739420926699,0.055838759218186346,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,30,forming_anchor,stress_10bps,9540.790288760449,-0.0459209711239551,-459.209711239549,-444.55234861069357,19.041171750995346,-4.3838091221399,0.057382944515780764,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,30,closed_anchor_once,baseline_2bps,9563.716621656911,-0.04362833783430886,-436.2833783430879,-421.52705424388034,19.038286469281942,-4.2819623700744005,0.05471451057637886,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,30,closed_anchor_once,stress_10bps,9533.329873205625,-0.046667012679437514,-466.6701267943772,-451.91446463837764,19.038611546519192,-4.282949390519599,0.05625979069001304,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,60,forming_anchor,baseline_2bps,9569.560847291319,-0.04304391527086804,-430.43915270867996,-415.78118325670346,19.041503525546354,-4.3835340735698995,0.05659328792615316,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,60,forming_anchor,stress_10bps,9539.171752529668,-0.04608282474703318,-460.82824747033237,-446.1710068581664,19.041844386949084,-4.3846037747831,0.058137770772217295,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,60,closed_anchor_once,baseline_2bps,9563.478422618437,-0.04365215773815634,-436.52157738156365,-421.7668537865135,19.03911486732526,-4.2843912722751,0.054771305611888386,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,60,closed_anchor_once,stress_10bps,9533.090278777776,-0.046690972122222396,-466.90972122222587,-452.15565950956136,19.039440005384783,-4.285378292720299,0.056316706227049436,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,240,forming_anchor,baseline_2bps,9563.36790981191,-0.043663209018809046,-436.63209018809056,-421.8796398764827,19.038770680502243,-4.2863203688944,0.05333395577553351,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,240,forming_anchor,stress_10bps,9532.980342448056,-0.04670196575519436,-467.01965755194334,-452.2678810125467,19.039083928736275,-4.2873073893396,0.05487944801479186,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,240,closed_anchor_once,baseline_2bps,9564.427536533884,-0.04355724634661162,-435.5724634661173,-420.2379535820618,19.03714815772303,-3.7026382736674996,0.055905549189053584,2,0.0,0.0,0,0.0
2026_later_validation,2026-07-17,2026-09-01,240,closed_anchor_once,stress_10bps,9534.043034376822,-0.04659569656231777,-465.9569656231795,-450.62356978424634,19.037466169522126,-3.704070330589,0.05745049205505747,2,0.0,0.0,0,0.0
