symbol,level_type,side,event_timestamp_ms,control_timestamp_ms,event_5m_bps,control_5m_bps,excess_5m_bps,event_15m_bps,control_15m_bps,excess_15m_bps,event_60m_bps,control_60m_bps,excess_60m_bps
BTCUSDT,session_vwap,long,1738988040000,1739940000000,-10.62277850885529,-8.822102615094751,-1.8006758937605394,-12.041219693760263,-10.068931844543494,-1.9722878492167695,-42.40828535309271,-23.815486038132327,-18.59279931496038
BTCUSDT,session_vwap,long,1739021880000,1739797740000,9.945022090820377,0.602258886173157,9.34276320464722,-7.650815533336575,5.742226966451991,-13.393042499788566,-34.8283393681692,28.368470293580472,-63.196809661749676
BTCUSDT,session_vwap,short,1739022840000,1739538000000,3.0450891442057593,5.110242622734518,-2.0651534785287584,-8.989768292619882,9.16533393470087,-18.155102227320754,16.59729475527505,-7.479160761612036,24.076455516887087
BTCUSDT,session_vwap,short,1739034060000,1739207340000,-6.115775372146359,23.9035789512676,-30.01935432341396,-0.956890024212953,8.941975940014446,-9.898865964227399,-18.83617210707067,-27.103756761790443,8.267584654719773
BTCUSDT,session_vwap,long,1739034120000,1739986380000,4.502214195181153,14.847740427785805,-10.345526232604652,-0.4782952724657896,31.224995812042522,-31.70329108450831,20.37953769642664,-23.598230756983753,43.97776845341039
BTCUSDT,session_vwap,short,1739035860000,1739037480000,-4.753168085338544,-7.7881700811732735,3.0350019958347296,-10.11998369153666,7.414337917276415,-17.534321608813073,-27.478927968183076,-17.030131910833468,-10.448796057349607
BTCUSDT,session_vwap,long,1739035920000,1739036700000,-2.5886266763686105,1.5276076106052194,-4.11623428697383,5.582700904460669,12.511833763038105,-6.929132858577436,18.24513982742415,19.578317948143464,-1.3331781207193139
BTCUSDT,session_vwap,short,1739059500000,1739060760000,-2.987310155402323,0.8717165343885558,-3.8590266897908787,3.5681760189532064,-6.911466808354749,10.479642827307956,-7.893552181461594,-42.994304785306525,35.10075260384493
BTCUSDT,session_vwap,long,1739059620000,1740357720000,1.430721954740477,19.635052050037682,-18.204330095297205,-3.8048909955745724,9.833117649198364,-13.638008644772937,4.209225461044852,-33.62593614710141,37.835161608146265
BTCUSDT,session_vwap,long,1739061540000,1739232240000,1.3483057501084694,16.52507449113605,-15.17676874102758,13.400084839545467,27.91813827073719,-14.518053431191724,30.357622542842577,52.172020893441754,-21.814398350599177
BTCUSDT,previous_day_high,short,1739064540000,1739495760000,3.6152991195192996,0.7136673503382873,2.9016317691810123,15.896986699831528,19.00010032714894,-3.103113627317411,13.51088928094879,3.475249705998662,10.035639574950128
BTCUSDT,session_vwap,long,1739065500000,1740102720000,-3.880617711553569,2.442323015536818,-6.322940727090387,29.22363844646947,5.281523521096787,23.94211492537268,13.763257483641045,-13.208896975691609,26.972154459332653
BTCUSDT,session_vwap,short,1739065560000,1739408940000,-1.2937909420140947,0.204407641983817,-1.4981985839979117,-28.649706619965354,-3.198979597052176,-25.450727022913178,-16.736479625898415,9.57649802695526,-26.312977652853675
BTCUSDT,session_vwap,short,1739067720000,1739412240000,1.6852770885034118,11.761087456101382,-10.07581036759797,0.8478081058727049,10.340764991810802,-9.492956885938097,-4.962779156327812,35.77373343510715,-40.73651259143496
BTCUSDT,session_vwap,long,1739068680000,1738377240000,-3.1213534684748634,1.5207079480372698,-4.642061416512133,-11.327825832609939,-1.8228999120717404,-9.504925920538199,23.658205593839465,-31.69116371200986,55.34936930584932
BTCUSDT,session_vwap,short,1739070060000,1739935980000,-19.221378973590664,3.250557350387151,-22.471936323977815,-1.520744192204937,-5.811285809698141,4.290541617493204,-55.52268081338019,12.437823945214976,-67.96050475859516
BTCUSDT,session_vwap,long,1739071200000,1739936820000,9.6429822757238,-6.139946933315654,15.782929209039454,14.324944731136657,-8.061290871631543,22.386235602768203,19.534015542461702,-40.525738177209504,60.05975371967121
BTCUSDT,session_vwap,short,1739081100000,1739255460000,-10.979998429954119,-8.890572632311855,-2.0894257976422637,-4.286640967479105,-7.1491202610363125,2.8624792935572074,-10.473864918130182,-17.149741480886327,6.6758765627561445
BTCUSDT,session_vwap,long,1739081400000,1738994700000,-4.085898799714993,-2.1426951776881697,-1.9432036220268234,-8.925006216550235,-9.423698208665954,0.49869199211571846,-2.9612448371674205,-21.395747478173412,18.43450264100599
BTCUSDT,session_vwap,long,1739083260000,1740376920000,3.5095433774401386,-0.16720380890289377,3.6767471863430323,12.789188954849262,-4.0233416517232445,16.81253060657251,18.579935527622826,25.0283201451329,-6.448384617510072
BTCUSDT,session_vwap,short,1739083740000,1738391100000,-11.633908662977976,1.4367717790653156,-13.070680442043292,-7.422165331572028,8.063515086592643,-15.485680418164671,-13.440416219341333,7.115441191563043,-20.555857410904377
BTCUSDT,session_vwap,short,1739092020000,1739438760000,-7.636352754092357,5.503938072892733,-13.14029082698509,-1.764616649932993,-8.958205445674938,7.193588795741945,17.06828034495622,-0.23930165534258308,17.307582000298805
BTCUSDT,session_vwap,long,1739092560000,1740045480000,-3.3949059899962553,-4.992351922724625,1.5974459327283697,7.140653328505664,-5.95994177991277,13.100595108418434,-17.66589378381367,17.848944812379752,-35.51483859619342
BTCUSDT,session_vwap,short,1739093820000,1739266140000,-0.763792124682805,7.784567197423042,-8.548359322105847,-8.184961552355485,22.141183926701615,-30.3261454790571,2.229447282862118,28.56039509735231,-26.33094781449019
BTCUSDT,session_vwap,short,1739098860000,1738753200000,7.753714762412933,5.063938618925512,2.6897761434874212,6.463149722064632,-25.994884910487404,32.458034632552035,33.719883374219165,-47.12020460358124,80.84008797780041
BTCUSDT,session_vwap,short,1739115720000,1738508520000,6.369763200169132,-9.96326613428522,16.333029334454352,11.455216421766279,8.984100161613107,2.471116260153172,13.309180019865918,-9.589769835429696,22.898949855295612
BTCUSDT,session_vwap,short,1739133060000,1739479140000,-3.2852123988269533,-0.6242327139549531,-2.660979684872,13.648658451907991,-1.6958322062476938,15.344490658155685,64.84408195413071,-61.174805967665336,126.01888792179605
BTCUSDT,session_vwap,long,1739133540000,1740429240000,-10.010061873787501,-0.8462205673909207,-9.16384130639658,-29.180470224210442,6.5476316401857915,-35.72810186439624,-110.28684112083576,-26.5924813302576,-83.69435979057816
BTCUSDT,session_vwap,short,1739140860000,1740436860000,3.131052761879971,10.421652084598998,-7.290599322719027,30.946451716253875,35.427164052290735,-4.480712336036859,-19.93055512213182,90.03059814260195,-109.96115326473377
BTCUSDT,session_vwap,long,1739140920000,1740435120000,-34.833977772308344,-24.717616227950543,-10.116361544357801,-41.27317461751767,4.8514212093864195,-46.124595826904084,4.995570455716969,-81.71378328390877,86.70935373962574
BTCUSDT,session_vwap,long,1739144280000,1740527220000,15.10709087128248,15.957110894591064,-0.8500200233085842,33.478893740901405,-8.42400129912324,41.902895040024646,58.62965273445653,-55.505936270794365,114.13558900525089
BTCUSDT,session_vwap,short,1739145720000,1738802640000,-36.94134758223777,17.64404051625035,-54.58538809848812,-49.403613746408226,8.249027719416935,-57.65264146582516,-13.259934073264201,-12.967182497607421,-0.29275157565678
BTCUSDT,session_vwap,long,1739147580000,1738800720000,-16.98509418678551,5.493681231991676,-22.478775418777186,-14.601402353766613,-4.986731363125774,-9.614670990640839,-64.47318862638495,32.88966598211207,-97.36285460849703
BTCUSDT,session_vwap,short,1739147640000,1738455960000,14.502529162581101,-16.61071946417625,31.11324862675735,6.435239079978228,-26.194589226620213,32.62982830659844,59.16701356358356,-38.3652118411848,97.53222540476835
BTCUSDT,session_vwap,long,1739157840000,1738899840000,17.699280693745933,8.70969964390067,8.989581049845263,77.04698628669738,16.42194844310385,60.625037843593525,80.54108635314749,25.923438963721956,54.617647389425535
