side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,3.136,1767342600000,1767799140000,3027.69467,3139.8670497627345,2972.1836412248585,stop,351.7725829359358,9.670736776587969,8.459009016684801,333.6428371426631,7609.0
short,2.869,1770827400000,1770996660000,1932.9151499999998,2044.6134966293107,2042.5709257036074,stop,-320.46255647949295,5.705764843589746,0.9993753433523,-327.167696666435,2821.0
short,4.988,1771864200000,1771985220000,1894.5036,1940.4935739512289,1956.4013856016247,stop,-229.39799006872965,9.564482951834364,0.6636560645896001,-239.6261290851536,2017.0
long,4.378,1773577800000,1773844980000,2118.0759599999997,2205.782874799921,2059.5981836235624,stop,383.9808729940558,9.464926989377027,3.6387768509113996,370.87716915376734,4453.0
short,4.991,1780417800000,1780870440000,1928.50956,1689.352271312009,1988.1891671991323,stop,1193.634027841763,9.028374200039117,-0.3483592161917002,1184.9540128579156,7544.0
short,6.477,1782232200000,1782753300000,1659.77856,1624.160177778247,1710.7602043029947,stop,230.7002616502934,10.635035602294852,0.012175140749999924,220.05305090724855,8685.0
long,6.556,1782982800000,1784246400000,1625.85423,1861.86627,1571.5834600183014,forced_close,1547.2949342400004,11.432747799,24.245605451760007,1511.6165809892404,21060.0
