side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,2.61,1739131200000,1740434520000,2625.3226999999997,2617.5992247385843,2508.127162278776,stop,-20.15827043229416,6.842013111783852,13.621002727554,-40.621286271632016,21722.0
short,2.682,1741550400000,1741598640000,2037.3006599999999,2152.5351040248347,2150.3847193055294,stop,-309.058778874607,5.618569759557303,0.08687294790120001,-314.7642215820655,804.0
short,3.39,1750377600000,1750716660000,2517.6498300000003,2400.61350591865,2605.261504034799,stop,396.7531386357777,8.336456354382113,-1.109684769261,389.5263670506566,5651.0
long,3.641,1752019200000,1753340700000,2616.5839699999997,3508.2340020366205,2548.5916043945217,stop,3246.4977666453365,11.150231118092666,47.8450904460936,3187.50244508115,22025.0
short,2.908,1754035200000,1754316120000,3645.01134,3636.069733802544,3784.640039898458,stop,26.002190822202532,10.586691881308898,-3.8785582337264,19.294057174620036,4682.0
short,2.92,1757246400000,1757512020000,4304.461230000001,4422.088388098282,4417.670717380902,stop,-343.4713016469809,12.740762442423492,-6.741628907451999,-349.4704351819524,4427.0
long,2.761,1757592000000,1757926020000,4432.48806,4525.9721971232775,4327.545278442149,stop,258.10970259737013,12.367154384958685,11.5872989504261,234.15524926198538,5567.0
short,2.785,1758412800000,1759097100000,4473.78174,4093.8929983465546,4567.1831845957695,stop,1057.9901455048466,11.930487073147578,-5.649642447822,1051.7093008795212,11405.0
short,2.747,1761192000000,1761284940000,3821.36481,3983.4934612271027,3979.5139472798232,stop,-445.3674049208509,10.719972835530424,-1.0906929104813,-454.9966848459,1549.0
short,4.332,1764561600000,1764687780000,2821.98519,2922.452683760741,2919.533150610131,stop,-435.22518297153016,12.442452434565764,-2.1689331140256,-445.4987022920703,2103.0
