side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,2.681,1739103300000,1739137500000,2657.2713479999998,2544.6616087650477,2545.1706428936263,stop,-301.9067108889064,6.973191128543546,0.356911835504,-309.2368138529539,570.0
short,2.621,1739189700000,1739398800000,2646.260642,2757.8939268803447,2757.342458388667,stop,-292.5908396713829,7.082144562517692,-1.7757534334845,-297.8972308004161,3485.0
short,2.661,1741539600000,1742069700000,2047.6003980000003,1945.599042,2153.5550193055296,stop,271.4256083160006,5.3129518549200005,-2.0198237961101997,268.1324802571908,8835.0
short,3.449,1750349700000,1750709880000,2498.130274,2340.2569419514225,2582.401721927586,stop,544.5051222355441,8.343798753908228,-1.8369666695935996,537.9982901512295,6003.0
long,3.718,1752005700000,1753289340000,2604.510798,3567.3802189034986,2540.5070186802363,stop,3579.9485069192087,11.473545400423603,47.98472549816659,3520.490236020619,21394.0
short,3.228,1754007300000,1754315100000,3656.158622,3610.1056163606727,3783.981411099438,stop,148.65910220374835,11.727750480714127,-4.436447432944799,141.36779915597901,5130.0
short,3.061,1757232900000,1757511960000,4299.14,4407.856983927235,4406.975588809473,stop,-332.78268780126524,13.326058883900632,-7.0671664677091,-339.0415802174567,4651.0
long,2.896,1757578500000,1757593800000,4432.896402,4333.536626312174,4334.403507013577,stop,-287.7459103919446,12.693795024996028,0.0,-300.4397054169406,255.0
short,2.801,1758399300000,1759075620000,4481.093602,4045.84916434816,4568.823884595769,stop,1219.1196698628044,11.9419833442706,-5.384565658202001,1212.562252176736,11272.0
short,2.854,1761178500000,1761281040000,3809.2380000000003,3962.045155003565,3961.252904422681,stop,-436.11162038017375,11.089621062190087,-1.1331771265066,-446.0680643158572,1709.0
short,4.639,1764549900000,1764687780000,2863.0572740000002,2911.253983712766,2952.335293467274,stop,-223.58453635752068,13.393514962264762,-2.3226409778312,-234.65541034195422,2298.0
long,4.29,1766982600000,1767001020000,3044.038686,2982.7474624366505,2983.344131262903,stop,-262.9393490867688,12.927456288396616,1.1001671160479998,-276.96697249121337,307.0
