side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,3.115,1767355200000,1767853440000,3047.299338,3112.373189191513,2989.0955555105725,stop,202.705046461564,9.593689961100782,9.4819037301065,183.62945277035672,8304.0
short,4.629,1771876800000,1771982460000,1855.7887680000001,1922.3337040358879,1921.9493141730534,stop,-308.0365089101244,8.744464461527063,0.6158909228117999,-317.3968642944632,1761.0
long,4.3,1773619200000,1773845880000,2178.165546,2185.598878884181,2110.9113930223575,stop,31.963331401977438,9.38209351350099,2.5499387528899997,20.03129913558645,3778.0
short,4.816,1780430400000,1781200140000,1911.01772,1691.122918457686,1972.7969529134182,stop,1059.0133642277847,8.673954657406107,3.3583143306272003,1046.9810952397513,12829.0
short,6.247,1782244800000,1782985020000,1661.637606,1646.3169049851108,1712.2421185887088,stop,95.70841924001289,10.332395915061994,-3.2363173535396994,88.6123406784906,12337.0
long,5.861,1782993600000,1784246400000,1649.749884,1863.357254,1593.1665743040157,forced_close,1251.9527955699996,10.295160467909,21.67533458706,1219.9823005150306,20880.0
