side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,2.61,1739132100000,1739896500000,2629.965888,2641.97929966739,2514.8471622787756,stop,31.355004451887496,6.879888469905945,8.492542515530998,15.982573466450551,12740.0
short,2.697,1741551300000,1742074740000,2049.3700440000002,1953.6306911982012,2160.82471930553,stop,258.20903450645187,5.398046491414775,-2.0471494844454,254.8581374994825,8724.0
short,3.61,1750378500000,1750710180000,2526.9345120000003,2353.9759916861476,2612.5215040347994,stop,624.3802583330081,8.810043459153498,-1.1816997100389999,616.7519145838935,5528.0
long,3.961,1752020100000,1753302780000,2609.3417640000002,3549.7456566348483,2543.441604394522,stop,3724.939818726633,12.198072636567318,50.6132442719656,3662.1285018181,21378.0
short,3.2,1754036100000,1754316120000,3611.297596,3625.5922699653397,3747.980039898458,stop,-45.74295668908744,11.579023785544543,-4.2680145625599994,-53.05396591207199,4667.0
short,3.203,1757247300000,1757511960000,4297.1404,4407.792099524378,4406.910717380902,stop,-354.41739357658065,13.940949397988291,-7.3950128049893,-360.9633301695797,4411.0
long,3.013,1757592900000,1757593800000,4453.470515999999,4351.18486738646,4352.055278442148,stop,-308.18665927259514,13.264213335071702,0.0,-321.45087260766684,15.0
short,2.928,1758413700000,1759091700000,4479.75387,4054.563945790434,4569.563184595769,stop,1244.956098085608,12.494241282317194,-5.9397318086976,1238.4015886119882,11300.0
short,2.917,1761192900000,1761281700000,3820.455756,3976.349058069279,3975.553947279823,stop,-454.7407621360878,11.371639821320043,-1.1581911976243,-464.9542107597835,1480.0
short,4.605,1764562500000,1764687780000,2817.626362,2913.5057352402528,2912.923150610131,stop,-441.5245137713641,13.195931653895684,-2.305617957084,-452.4148274681758,2088.0
