side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,2.61,1739134800000,1739137740000,2636.447184,2520.83289484632,2521.337162278776,stop,-301.75329469110517,6.730250502894447,0.0,-308.4835451939996,49.0
short,2.61,1741554000000,1742345220000,2045.5908,1947.6226522727386,2157.0447193055297,stop,255.69686556815208,5.211143555215924,-2.9741789655270003,253.45990097846317,13187.0
short,3.496,1750381200000,1750716660000,2524.2750440000004,2398.6949336861476,2609.8715040347993,stop,439.0280656572296,8.605351520995388,-1.1443828770903999,431.5670970133246,5591.0
long,3.771,1752022800000,1753302900000,2612.7224399999996,3542.757054634848,2546.811604394522,stop,3507.160531788013,11.606156587134004,48.18544411754159,3447.3689310833374,21335.0
short,3.04,1754038800000,1754316120000,3607.088438,3633.1637839653395,3743.7800398984573,stop,-79.26905173463129,11.005183377387317,-4.054613834432,-86.2196212775866,4622.0
short,3.034,1757250000000,1757511960000,4298.1402,4408.782297524377,4407.900717380901,stop,-335.68812388896066,13.20840142874448,-7.004829488085399,-341.8916958296197,4366.0
long,2.874,1757595600000,1757926020000,4425.324887999999,4529.596599283136,4323.935278442148,stop,299.6768982277356,12.868222177225867,12.0615346553874,274.7471413951223,5507.0
short,2.894,1758416400000,1759091700000,4484.05301,4054.563945790434,4573.853184595769,stop,1242.941351822483,12.355378735028758,-5.870759513104801,1236.4567326005592,11255.0
short,2.888,1761195600000,1761309000000,3833.243198,3989.1416160692793,3988.3439472798236,stop,-450.23463138407817,11.29552367151604,-2.2204053711112,-459.309749684483,1890.0
short,4.561,1764565200000,1764687780000,2820.245838,2916.136261240253,2915.553150610131,stop,-437.35622039879536,13.081819377317396,-2.2835881655288,-448.154451610584,2043.0
