side,qty,entry_ts,exit_ts,entry_price,exit_price,initial_stop,exit_label,gross_pnl,fees,funding,net_pnl,hold_minutes
long,2.61,1739134800000,1739137740000,2638.55592,2518.815825116497,2521.337162278776,stop,-312.52164764594266,6.730370127377028,0.0,-319.2520177733197,49.0
short,2.607,1741554000000,1742345220000,2043.954,1949.1804388372436,2157.0447193055297,stop,247.07467395130575,5.205050741024348,-2.9707603690149003,244.84038357929632,13187.0
short,3.489,1750381200000,1750716660000,2522.25522,2400.61350591865,2609.8715040347993,stop,424.4079404298304,8.587944492365086,-1.1420914926111,416.9620874300764,5591.0
long,3.755,1752022800000,1753302900000,2614.8121999999994,3539.9222820366203,2546.811604394522,stop,3473.788358047512,11.555513990023753,47.98099778874801,3414.2518462687403,21335.0
short,3.026,1754038800000,1754316120000,3604.20219,3636.069733802544,3743.7800398984573,stop,-96.43118754649777,10.954531420713248,-4.0359412707208,-103.34977769649021,4622.0
short,3.018,1757250000000,1757511960000,4294.701,4412.308618098282,4407.900717380901,stop,-354.9397914206145,13.138877513710307,-6.9678890557157995,-361.110779878609,4366.0
long,2.849,1757595600000,1757926020000,4428.864439999999,4525.9721971232775,4323.935278442148,stop,276.66000004421943,12.756164789582108,11.9566152516349,251.94722000300243,5507.0
short,2.87,1758416400000,1759091700000,4480.46505,4057.8069483465547,4573.853184595769,stop,1213.0287517453876,12.252420317627307,-5.822073186804,1206.598404614564,11255.0
short,2.858,1761195600000,1761309000000,3830.17599,3992.332291227103,3988.3439472798236,stop,-463.44270890705934,11.178364333873532,-2.1973402183642,-472.4237330225686,1890.0
short,4.508,1764565200000,1764687780000,2817.98919,2918.468703760741,2915.553150610131,stop,-452.9616480334211,12.929976092536709,-2.2570522802463997,-463.63457184571143,2043.0
